time_s,body,x_m,y_m,vx_m_s,vy_m_s,speed_m_s,radius_from_central_m,kinetic_J,potential_J,total_energy_J,angular_momentum_kg_m2_s
1987200.0,Planet,-44368840381.76749,196457228692.3467,-16456.23111849983,-11559.26971240206,20110.30230776101,232673320510.09344,8.970143116409289e+38,-1.9114979137710583e+39,-1.0144836021301295e+39,6.942480172848454e+45
1987200.0,Perturber,240219012732.6414,-129309899885.83774,2438.368113705524,16449.442788591743,16629.185401368544,327319201282.7121,8.970143116409289e+38,-1.9114979137710583e+39,-1.0144836021301295e+39,6.942480172848454e+45
2073600.0,StarA,-72077764626.69872,-36021441708.01663,11478.902965422569,-18148.17575562604,21473.73969635191,0.0,8.971242676169553e+38,-1.9116078694759177e+39,-1.0144836018589624e+39,6.942480172848455e+45
2073600.0,StarB,52844464655.22607,46250840163.52535,-11655.34546118092,16820.2558429338,20463.823798137513,149580385522.6889,8.971242676169553e+38,-1.9116078694759177e+39,-1.0144836018589624e+39,6.942480172848455e+45
2073600.0,Planet,-45783271627.71099,195436475185.01947,-16283.691163004483,-12069.96098701174,20269.25149382916,232946705609.9687,8.971242676169553e+38,-1.9116078694759177e+39,-1.0144836018589624e+39,6.942480172848455e+45
2073600.0,Perturber,240419687297.1656,-127882155113.35104,2206.7538639087147,16599.905186105425,16745.94323421544,325719278100.3987,8.971242676169553e+38,-1.9116078694759177e+39,-1.0144836018589624e+39,6.942480172848455e+45
2160000.0,StarA,-71067235401.95047,-37577223375.93031,11911.827717795708,-17863.538626693866,21470.85587129283,0.0,8.97261301437393e+38,-1.9117449030427637e+39,-1.0144836016053707e+39,6.942480172848454e+45
2160000.0,StarB,51819493365.8208,47691374778.41241,-12069.681629138011,16523.726664261627,20462.42306042914,149572330123.0898,8.97261301437393e+38,-1.9117449030427637e+39,-1.0144836016053707e+39,6.942480172848454e+45
2160000.0,Planet,-47182397190.94642,194371421429.5851,-16101.8838952954,-12584.778617503287,20436.421355734994,233175168754.0528,8.97261301437393e+38,-1.9117449030427637e+39,-1.0144836016053707e+39,6.942480172848454e+45
2160000.0,Perturber,240600318159.2343,-126441486980.56627,1974.3829076427087,16748.594463126145,16864.56653330442,324088755264.36926,8.97261301437393e+38,-1.9117449030427637e+39,-1.0144836016053707e+39,6.942480172848454e+45
2246400.0,StarA,-70019598789.28455,-39107967309.646675,12337.829801831207,-17568.626391971076,21468.085092052737,0.0,8.974262111403529e+38,-1.9119098125102193e+39,-1.0144836013698664e+39,6.94248017284845e+45
